,class
7181,GALAXY
7182,QSO
7183,STAR
7184,GALAXY
7185,GALAXY
7186,GALAXY
7187,GALAXY
7188,GALAXY
7189,GALAXY
7190,GALAXY
7191,QSO
7192,QSO
7193,STAR
7194,GALAXY
7195,STAR
7196,STAR
7197,GALAXY
7198,GALAXY
7199,QSO
7200,QSO
7201,STAR
7202,GALAXY
7203,STAR
7204,GALAXY
7205,QSO
7206,GALAXY
7207,STAR
7208,QSO
7209,QSO
7210,STAR
7211,STAR
7212,STAR
7213,STAR
7214,STAR
7215,GALAXY
7216,STAR
7217,GALAXY
7218,STAR
7219,STAR
7220,STAR
7221,QSO
7222,QSO
7223,STAR
7224,STAR
7225,STAR
7226,STAR
7227,GALAXY
7228,GALAXY
7229,GALAXY
7230,STAR
7231,STAR
7232,GALAXY
7233,STAR
7234,GALAXY
7235,QSO
7236,GALAXY
7237,GALAXY
7238,GALAXY
7239,GALAXY
7240,STAR
7241,GALAXY
7242,STAR
7243,GALAXY
7244,GALAXY
7245,GALAXY
7246,GALAXY
7247,GALAXY
7248,GALAXY
7249,GALAXY
7250,GALAXY
7251,QSO
7252,STAR
7253,QSO
7254,GALAXY
7255,STAR
7256,GALAXY
7257,GALAXY
7258,GALAXY
7259,GALAXY
7260,GALAXY
7261,STAR
7262,GALAXY
7263,STAR
7264,GALAXY
7265,STAR
7266,GALAXY
7267,GALAXY
7268,QSO
7269,STAR
7270,STAR
7271,GALAXY
7272,GALAXY
7273,STAR
7274,GALAXY
7275,STAR
7276,STAR
7277,STAR
7278,GALAXY
7279,GALAXY
7280,GALAXY
7281,QSO
7282,GALAXY
7283,STAR
7284,QSO
7285,STAR
7286,STAR
7287,GALAXY
7288,STAR
7289,GALAXY
7290,QSO
7291,GALAXY
7292,STAR
7293,STAR
7294,GALAXY
7295,QSO
7296,QSO
7297,GALAXY
7298,STAR
7299,GALAXY
7300,STAR
7301,STAR
7302,GALAXY
7303,GALAXY
7304,STAR
7305,GALAXY
7306,GALAXY
7307,GALAXY
7308,STAR
7309,GALAXY
7310,GALAXY
7311,GALAXY
7312,STAR
7313,STAR
7314,STAR
7315,STAR
7316,GALAXY
7317,QSO
7318,GALAXY
7319,STAR
7320,STAR
7321,STAR
7322,STAR
7323,GALAXY
7324,STAR
7325,STAR
7326,GALAXY
7327,STAR
7328,GALAXY
7329,GALAXY
7330,GALAXY
7331,GALAXY
7332,GALAXY
7333,GALAXY
7334,GALAXY
7335,STAR
7336,GALAXY
7337,QSO
7338,STAR
7339,STAR
7340,GALAXY
7341,GALAXY
7342,STAR
7343,GALAXY
7344,STAR
7345,GALAXY
7346,STAR
7347,GALAXY
7348,STAR
7349,STAR
7350,STAR
7351,QSO
7352,STAR
7353,STAR
7354,GALAXY
7355,QSO
7356,STAR
7357,GALAXY
7358,GALAXY
7359,STAR
7360,GALAXY
7361,GALAXY
7362,QSO
7363,QSO
7364,STAR
7365,GALAXY
7366,STAR
7367,STAR
7368,STAR
7369,STAR
7370,GALAXY
7371,GALAXY
7372,GALAXY
7373,STAR
7374,STAR
7375,GALAXY
7376,GALAXY
7377,STAR
7378,GALAXY
7379,STAR
7380,STAR
7381,STAR
7382,GALAXY
7383,GALAXY
7384,GALAXY
7385,GALAXY
7386,STAR
7387,QSO
7388,GALAXY
7389,GALAXY
7390,GALAXY
7391,STAR
7392,GALAXY
7393,GALAXY
7394,QSO
7395,QSO
7396,QSO
7397,GALAXY
7398,GALAXY
7399,STAR
7400,STAR
7401,STAR
7402,GALAXY
7403,GALAXY
7404,QSO
7405,GALAXY
7406,STAR
7407,STAR
7408,STAR
7409,GALAXY
7410,STAR
7411,GALAXY
7412,QSO
7413,QSO
7414,STAR
7415,STAR
7416,STAR
7417,GALAXY
7418,STAR
7419,STAR
7420,GALAXY
7421,GALAXY
7422,STAR
7423,STAR
7424,STAR
7425,STAR
7426,GALAXY
7427,GALAXY
7428,GALAXY
7429,STAR
7430,GALAXY
7431,QSO
7432,QSO
7433,GALAXY
7434,GALAXY
7435,STAR
7436,STAR
7437,GALAXY
7438,STAR
7439,STAR
7440,STAR
7441,STAR
7442,STAR
7443,QSO
7444,STAR
7445,GALAXY
7446,GALAXY
7447,GALAXY
7448,GALAXY
7449,QSO
7450,QSO
7451,QSO
7452,STAR
7453,STAR
7454,STAR
7455,STAR
7456,STAR
7457,GALAXY
7458,STAR
7459,STAR
7460,STAR
7461,GALAXY
7462,GALAXY
7463,GALAXY
7464,STAR
7465,GALAXY
7466,GALAXY
7467,STAR
7468,GALAXY
7469,GALAXY
7470,STAR
7471,GALAXY
7472,STAR
7473,GALAXY
7474,GALAXY
7475,GALAXY
7476,STAR
7477,STAR
7478,GALAXY
7479,STAR
7480,QSO
7481,STAR
7482,STAR
7483,QSO
7484,GALAXY
7485,GALAXY
7486,GALAXY
7487,GALAXY
7488,GALAXY
7489,STAR
7490,GALAXY
7491,STAR
7492,STAR
7493,STAR
7494,GALAXY
7495,GALAXY
7496,STAR
7497,STAR
7498,STAR
7499,GALAXY
7500,GALAXY
7501,GALAXY
7502,GALAXY
7503,STAR
7504,QSO
7505,GALAXY
7506,GALAXY
7507,QSO
7508,STAR
7509,QSO
7510,STAR
7511,GALAXY
7512,GALAXY
7513,STAR
7514,STAR
7515,STAR
7516,STAR
7517,QSO
7518,GALAXY
7519,GALAXY
7520,STAR
7521,STAR
7522,GALAXY
7523,STAR
7524,STAR
7525,STAR
7526,GALAXY
7527,GALAXY
7528,GALAXY
7529,GALAXY
7530,GALAXY
7531,STAR
7532,GALAXY
7533,STAR
7534,STAR
7535,GALAXY
7536,GALAXY
7537,GALAXY
7538,GALAXY
7539,GALAXY
7540,QSO
7541,STAR
7542,GALAXY
7543,GALAXY
7544,GALAXY
7545,GALAXY
7546,STAR
7547,GALAXY
7548,GALAXY
7549,STAR
7550,STAR
7551,STAR
7552,STAR
7553,STAR
7554,GALAXY
7555,GALAXY
7556,STAR
7557,STAR
7558,GALAXY
7559,GALAXY
7560,STAR
7561,GALAXY
7562,GALAXY
7563,STAR
7564,GALAXY
7565,QSO
7566,QSO
7567,STAR
7568,STAR
7569,GALAXY
7570,GALAXY
7571,GALAXY
7572,GALAXY
7573,GALAXY
7574,STAR
7575,GALAXY
7576,GALAXY
7577,GALAXY
7578,STAR
7579,GALAXY
7580,STAR
7581,STAR
7582,STAR
7583,STAR
7584,GALAXY
7585,STAR
7586,GALAXY
7587,STAR
7588,STAR
7589,STAR
7590,STAR
7591,STAR
7592,GALAXY
7593,GALAXY
7594,GALAXY
7595,STAR
7596,GALAXY
7597,STAR
7598,QSO
7599,GALAXY
7600,GALAXY
7601,GALAXY
7602,QSO
7603,STAR
7604,STAR
7605,STAR
7606,STAR
7607,GALAXY
7608,QSO
7609,GALAXY
7610,GALAXY
7611,QSO
7612,STAR
7613,GALAXY
7614,GALAXY
7615,QSO
7616,GALAXY
7617,GALAXY
7618,GALAXY
7619,STAR
7620,GALAXY
7621,STAR
7622,GALAXY
7623,GALAXY
7624,GALAXY
7625,STAR
7626,STAR
7627,GALAXY
7628,GALAXY
7629,GALAXY
7630,STAR
7631,GALAXY
7632,GALAXY
7633,GALAXY
7634,GALAXY
7635,GALAXY
7636,STAR
7637,STAR
7638,STAR
7639,STAR
7640,GALAXY
7641,QSO
7642,GALAXY
7643,GALAXY
7644,GALAXY
7645,STAR
7646,QSO
7647,GALAXY
7648,STAR
7649,GALAXY
7650,STAR
7651,STAR
7652,STAR
7653,STAR
7654,GALAXY
7655,GALAXY
7656,GALAXY
7657,GALAXY
7658,GALAXY
7659,STAR
7660,GALAXY
7661,GALAXY
7662,GALAXY
7663,STAR
7664,GALAXY
7665,GALAXY
7666,STAR
7667,STAR
7668,GALAXY
7669,STAR
7670,GALAXY
7671,STAR
7672,GALAXY
7673,GALAXY
7674,STAR
7675,QSO
7676,STAR
7677,STAR
7678,STAR
7679,STAR
7680,GALAXY
7681,QSO
7682,GALAXY
7683,GALAXY
7684,STAR
7685,STAR
7686,GALAXY
7687,STAR
7688,GALAXY
7689,GALAXY
7690,STAR
7691,GALAXY
7692,GALAXY
7693,STAR
7694,STAR
7695,STAR
7696,STAR
7697,STAR
7698,STAR
7699,STAR
7700,QSO
7701,GALAXY
7702,QSO
7703,GALAXY
7704,QSO
7705,STAR
7706,STAR
7707,QSO
7708,GALAXY
7709,STAR
7710,STAR
7711,GALAXY
7712,GALAXY
7713,STAR
7714,STAR
7715,STAR
7716,STAR
7717,STAR
7718,GALAXY
7719,STAR
7720,GALAXY
7721,GALAXY
7722,GALAXY
7723,GALAXY
7724,GALAXY
7725,GALAXY
7726,STAR
7727,GALAXY
7728,GALAXY
7729,STAR
7730,STAR
7731,GALAXY
7732,STAR
7733,STAR
7734,QSO
7735,QSO
7736,STAR
7737,QSO
7738,GALAXY
7739,GALAXY
7740,GALAXY
7741,STAR
7742,GALAXY
7743,QSO
7744,GALAXY
7745,GALAXY
7746,QSO
7747,STAR
7748,STAR
7749,STAR
7750,GALAXY
7751,STAR
7752,GALAXY
7753,GALAXY
7754,GALAXY
7755,GALAXY
7756,GALAXY
7757,GALAXY
7758,GALAXY
7759,STAR
7760,STAR
7761,GALAXY
7762,QSO
7763,STAR
7764,STAR
7765,GALAXY
7766,QSO
7767,STAR
7768,QSO
7769,STAR
7770,GALAXY
7771,GALAXY
7772,STAR
7773,STAR
7774,GALAXY
7775,QSO
7776,STAR
7777,GALAXY
7778,GALAXY
7779,STAR
7780,STAR
7781,STAR
7782,STAR
7783,STAR
7784,GALAXY
7785,GALAXY
7786,STAR
7787,STAR
7788,STAR
7789,GALAXY
7790,GALAXY
7791,GALAXY
7792,STAR
7793,STAR
7794,GALAXY
7795,STAR
7796,STAR
7797,STAR
7798,QSO
7799,STAR
7800,GALAXY
7801,GALAXY
7802,GALAXY
7803,QSO
7804,STAR
7805,GALAXY
7806,GALAXY
7807,GALAXY
7808,GALAXY
7809,STAR
7810,STAR
7811,GALAXY
7812,GALAXY
7813,GALAXY
7814,STAR
7815,STAR
7816,QSO
7817,QSO
7818,GALAXY
7819,GALAXY
7820,GALAXY
7821,STAR
7822,GALAXY
7823,GALAXY
7824,STAR
7825,STAR
7826,QSO
7827,STAR
7828,GALAXY
7829,STAR
7830,GALAXY
7831,GALAXY
7832,STAR
7833,STAR
7834,STAR
7835,STAR
7836,QSO
7837,STAR
7838,QSO
7839,QSO
7840,GALAXY
7841,GALAXY
7842,GALAXY
7843,GALAXY
7844,STAR
7845,GALAXY
7846,GALAXY
7847,GALAXY
7848,STAR
7849,GALAXY
7850,GALAXY
7851,GALAXY
7852,GALAXY
7853,GALAXY
7854,STAR
7855,STAR
7856,GALAXY
7857,GALAXY
7858,GALAXY
7859,GALAXY
7860,GALAXY
7861,GALAXY
7862,GALAXY
7863,GALAXY
7864,STAR
7865,STAR
7866,GALAXY
7867,GALAXY
7868,STAR
7869,STAR
7870,QSO
7871,GALAXY
7872,GALAXY
7873,STAR
7874,GALAXY
7875,GALAXY
7876,STAR
7877,STAR
7878,GALAXY
7879,STAR
7880,GALAXY
7881,GALAXY
7882,GALAXY
7883,GALAXY
7884,GALAXY
7885,GALAXY
7886,QSO
7887,STAR
7888,QSO
7889,STAR
7890,STAR
7891,GALAXY
7892,GALAXY
7893,STAR
7894,GALAXY
7895,STAR
7896,STAR
7897,GALAXY
7898,STAR
7899,STAR
7900,STAR
7901,STAR
7902,STAR
7903,STAR
7904,STAR
7905,STAR
7906,GALAXY
7907,GALAXY
7908,GALAXY
7909,GALAXY
7910,GALAXY
7911,STAR
7912,GALAXY
7913,STAR
7914,GALAXY
7915,QSO
7916,STAR
7917,STAR
7918,GALAXY
7919,GALAXY
7920,GALAXY
7921,GALAXY
7922,QSO
7923,GALAXY
7924,STAR
7925,STAR
7926,STAR
7927,STAR
7928,STAR
7929,QSO
7930,GALAXY
7931,GALAXY
7932,GALAXY
7933,STAR
7934,STAR
7935,STAR
7936,GALAXY
7937,STAR
7938,GALAXY
7939,STAR
7940,STAR
7941,STAR
7942,STAR
7943,GALAXY
7944,GALAXY
7945,STAR
7946,GALAXY
7947,STAR
7948,GALAXY
7949,STAR
7950,GALAXY
7951,GALAXY
7952,GALAXY
7953,GALAXY
7954,GALAXY
7955,STAR
7956,STAR
7957,GALAXY
7958,GALAXY
7959,GALAXY
7960,GALAXY
7961,QSO
7962,GALAXY
7963,GALAXY
7964,STAR
7965,STAR
7966,QSO
7967,GALAXY
7968,GALAXY
7969,STAR
7970,STAR
7971,STAR
7972,GALAXY
7973,GALAXY
7974,QSO
7975,GALAXY
7976,STAR
7977,GALAXY
7978,STAR
7979,STAR
7980,GALAXY
7981,GALAXY
7982,GALAXY
7983,GALAXY
7984,STAR
7985,GALAXY
7986,GALAXY
7987,GALAXY
7988,GALAXY
7989,STAR
7990,STAR
7991,STAR
7992,GALAXY
7993,STAR
7994,STAR
7995,GALAXY
7996,GALAXY
7997,GALAXY
7998,GALAXY
7999,STAR
8000,GALAXY
8001,GALAXY
8002,GALAXY
8003,STAR
8004,GALAXY
8005,GALAXY
8006,QSO
8007,STAR
8008,QSO
8009,GALAXY
8010,GALAXY
8011,GALAXY
8012,STAR
8013,STAR
8014,GALAXY
8015,QSO
8016,GALAXY
8017,GALAXY
8018,GALAXY
8019,GALAXY
8020,QSO
8021,STAR
8022,STAR
8023,STAR
8024,STAR
8025,STAR
8026,STAR
8027,STAR
8028,GALAXY
8029,STAR
8030,GALAXY
8031,GALAXY
8032,STAR
8033,STAR
8034,STAR
8035,QSO
8036,STAR
8037,GALAXY
8038,GALAXY
8039,GALAXY
8040,GALAXY
8041,STAR
8042,GALAXY
8043,STAR
8044,GALAXY
8045,STAR
8046,QSO
8047,STAR
8048,STAR
8049,GALAXY
8050,STAR
8051,STAR
8052,STAR
8053,GALAXY
8054,GALAXY
8055,GALAXY
8056,GALAXY
8057,STAR
8058,GALAXY
8059,GALAXY
8060,GALAXY
8061,GALAXY
8062,GALAXY
8063,GALAXY
8064,GALAXY
8065,STAR
8066,GALAXY
8067,GALAXY
8068,STAR
8069,STAR
8070,STAR
8071,STAR
8072,STAR
8073,GALAXY
8074,GALAXY
8075,STAR
8076,STAR
8077,STAR
8078,GALAXY
8079,GALAXY
8080,STAR
8081,QSO
8082,GALAXY
8083,GALAXY
8084,GALAXY
8085,STAR
8086,QSO
8087,QSO
8088,STAR
8089,GALAXY
8090,QSO
8091,STAR
8092,GALAXY
8093,GALAXY
8094,QSO
8095,GALAXY
8096,QSO
8097,STAR
8098,GALAXY
8099,QSO
8100,GALAXY
8101,GALAXY
8102,GALAXY
8103,STAR
8104,GALAXY
8105,GALAXY
8106,STAR
8107,STAR
8108,GALAXY
8109,GALAXY
8110,GALAXY
8111,QSO
8112,STAR
8113,STAR
8114,GALAXY
8115,STAR
8116,STAR
8117,STAR
8118,GALAXY
8119,GALAXY
8120,GALAXY
8121,GALAXY
8122,GALAXY
8123,STAR
8124,QSO
8125,GALAXY
8126,GALAXY
8127,STAR
8128,STAR
8129,GALAXY
8130,STAR
8131,STAR
8132,GALAXY
8133,STAR
8134,STAR
8135,GALAXY
8136,GALAXY
8137,GALAXY
8138,GALAXY
8139,GALAXY
8140,STAR
8141,GALAXY
8142,GALAXY
8143,STAR
8144,STAR
8145,QSO
8146,STAR
8147,QSO
8148,STAR
8149,STAR
8150,STAR
8151,STAR
8152,STAR
8153,GALAXY
8154,STAR
8155,GALAXY
8156,QSO
8157,STAR
8158,GALAXY
8159,GALAXY
8160,GALAXY
8161,QSO
8162,STAR
8163,STAR
8164,STAR
8165,GALAXY
8166,STAR
8167,QSO
8168,STAR
8169,STAR
8170,STAR
8171,GALAXY
8172,STAR
8173,GALAXY
8174,GALAXY
8175,STAR
8176,QSO
8177,GALAXY
8178,GALAXY
8179,GALAXY
8180,QSO
8181,QSO
8182,STAR
8183,GALAXY
8184,GALAXY
8185,GALAXY
8186,GALAXY
8187,GALAXY
8188,GALAXY
8189,GALAXY
8190,QSO
8191,STAR
8192,STAR
8193,GALAXY
8194,STAR
8195,STAR
8196,GALAXY
8197,QSO
8198,GALAXY
8199,GALAXY
8200,GALAXY
8201,STAR
8202,GALAXY
8203,STAR
8204,GALAXY
8205,GALAXY
8206,QSO
8207,STAR
8208,STAR
8209,STAR
8210,STAR
8211,GALAXY
8212,GALAXY
8213,STAR
8214,STAR
8215,STAR
8216,STAR
8217,GALAXY
8218,GALAXY
8219,GALAXY
8220,GALAXY
8221,STAR
8222,STAR
8223,STAR
8224,STAR
8225,STAR
8226,STAR
8227,GALAXY
8228,GALAXY
8229,GALAXY
8230,STAR
8231,QSO
8232,STAR
8233,STAR
8234,QSO
8235,STAR
8236,GALAXY
8237,STAR
8238,STAR
8239,QSO
8240,STAR
8241,STAR
8242,STAR
8243,STAR
8244,GALAXY
8245,STAR
8246,GALAXY
8247,GALAXY
8248,GALAXY
8249,STAR
8250,GALAXY
8251,GALAXY
8252,GALAXY
8253,GALAXY
8254,GALAXY
8255,GALAXY
8256,GALAXY
8257,GALAXY
8258,GALAXY
8259,GALAXY
8260,QSO
8261,STAR
8262,GALAXY
8263,QSO
8264,QSO
8265,GALAXY
8266,QSO
8267,STAR
8268,STAR
8269,GALAXY
8270,STAR
8271,STAR
8272,STAR
8273,STAR
8274,STAR
8275,STAR
8276,STAR
8277,GALAXY
8278,STAR
8279,GALAXY
8280,GALAXY
8281,GALAXY
8282,GALAXY
8283,STAR
8284,STAR
8285,GALAXY
8286,STAR
8287,STAR
8288,STAR
8289,QSO
8290,GALAXY
8291,GALAXY
8292,STAR
8293,GALAXY
8294,STAR
8295,STAR
8296,GALAXY
8297,GALAXY
8298,STAR
8299,STAR
8300,GALAXY
8301,GALAXY
8302,STAR
8303,GALAXY
8304,STAR
8305,STAR
8306,STAR
8307,GALAXY
8308,STAR
8309,GALAXY
8310,GALAXY
8311,STAR
8312,STAR
8313,GALAXY
8314,GALAXY
8315,QSO
8316,GALAXY
8317,GALAXY
8318,STAR
8319,STAR
8320,STAR
8321,GALAXY
8322,STAR
8323,STAR
8324,STAR
8325,GALAXY
8326,STAR
8327,GALAXY
8328,GALAXY
8329,GALAXY
8330,STAR
8331,STAR
8332,QSO
8333,STAR
8334,STAR
8335,STAR
8336,STAR
8337,GALAXY
8338,QSO
8339,STAR
8340,STAR
8341,GALAXY
8342,GALAXY
8343,STAR
8344,STAR
8345,STAR
8346,GALAXY
8347,GALAXY
8348,GALAXY
8349,STAR
8350,STAR
8351,GALAXY
8352,GALAXY
8353,GALAXY
8354,GALAXY
8355,STAR
8356,STAR
8357,STAR
8358,STAR
8359,GALAXY
8360,GALAXY
8361,STAR
8362,STAR
8363,STAR
8364,GALAXY
8365,GALAXY
8366,QSO
8367,STAR
8368,GALAXY
8369,STAR
8370,GALAXY
8371,STAR
8372,GALAXY
8373,STAR
8374,QSO
8375,STAR
8376,STAR
8377,STAR
8378,GALAXY
8379,STAR
8380,GALAXY
8381,GALAXY
8382,STAR
8383,GALAXY
8384,GALAXY
8385,GALAXY
8386,QSO
8387,STAR
8388,GALAXY
8389,GALAXY
8390,STAR
8391,GALAXY
8392,STAR
8393,GALAXY
8394,STAR
8395,GALAXY
8396,STAR
8397,STAR
8398,STAR
8399,GALAXY
8400,GALAXY
8401,GALAXY
8402,QSO
8403,GALAXY
8404,GALAXY
8405,GALAXY
8406,STAR
8407,STAR
8408,STAR
8409,GALAXY
8410,GALAXY
8411,GALAXY
8412,GALAXY
8413,QSO
8414,GALAXY
8415,GALAXY
8416,GALAXY
8417,STAR
8418,STAR
8419,STAR
8420,GALAXY
8421,GALAXY
8422,QSO
8423,QSO
8424,QSO
8425,GALAXY
8426,STAR
8427,STAR
8428,QSO
8429,STAR
8430,GALAXY
8431,STAR
8432,STAR
8433,STAR
8434,STAR
8435,GALAXY
8436,STAR
8437,STAR
8438,GALAXY
8439,GALAXY
8440,GALAXY
8441,GALAXY
8442,STAR
8443,STAR
8444,STAR
8445,STAR
8446,GALAXY
8447,GALAXY
8448,STAR
8449,STAR
8450,STAR
8451,GALAXY
8452,STAR
8453,STAR
8454,STAR
8455,STAR
8456,STAR
8457,STAR
8458,GALAXY
8459,GALAXY
8460,GALAXY
8461,STAR
8462,QSO
8463,GALAXY
8464,GALAXY
8465,STAR
8466,GALAXY
8467,QSO
8468,STAR
8469,GALAXY
8470,GALAXY
8471,GALAXY
8472,STAR
8473,GALAXY
8474,GALAXY
8475,STAR
8476,GALAXY
8477,STAR
8478,GALAXY
8479,GALAXY
8480,GALAXY
8481,STAR
8482,GALAXY
8483,STAR
8484,QSO
8485,GALAXY
8486,STAR
8487,GALAXY
8488,STAR
8489,GALAXY
8490,STAR
8491,GALAXY
8492,GALAXY
8493,GALAXY
8494,STAR
8495,GALAXY
8496,GALAXY
8497,QSO
8498,STAR
8499,GALAXY
8500,GALAXY
8501,GALAXY
8502,STAR
8503,STAR
8504,STAR
8505,QSO
8506,STAR
8507,GALAXY
8508,STAR
8509,GALAXY
8510,QSO
8511,QSO
8512,STAR
8513,QSO
8514,STAR
8515,STAR
8516,GALAXY
8517,GALAXY
8518,GALAXY
8519,STAR
8520,GALAXY
8521,STAR
8522,STAR
8523,STAR
8524,STAR
8525,STAR
8526,QSO
8527,STAR
8528,STAR
8529,STAR
8530,STAR
8531,STAR
8532,QSO
8533,STAR
8534,QSO
8535,QSO
8536,GALAXY
8537,QSO
8538,STAR
8539,STAR
8540,STAR
8541,QSO
8542,STAR
8543,STAR
8544,STAR
8545,STAR
8546,STAR
8547,GALAXY
8548,STAR
8549,QSO
8550,STAR
8551,STAR
8552,STAR
8553,QSO
8554,GALAXY
8555,STAR
8556,STAR
8557,GALAXY
8558,QSO
8559,STAR
8560,QSO
8561,QSO
8562,GALAXY
8563,GALAXY
8564,GALAXY
8565,GALAXY
8566,GALAXY
8567,GALAXY
8568,STAR
8569,GALAXY
8570,GALAXY
8571,GALAXY
8572,STAR
8573,QSO
8574,GALAXY
8575,GALAXY
8576,GALAXY
8577,GALAXY
8578,GALAXY
8579,STAR
8580,STAR
8581,STAR
8582,GALAXY
8583,GALAXY
8584,STAR
8585,GALAXY
8586,STAR
8587,GALAXY
8588,GALAXY
8589,GALAXY
8590,GALAXY
8591,GALAXY
8592,STAR
8593,GALAXY
8594,GALAXY
8595,GALAXY
8596,GALAXY
8597,STAR
8598,STAR
8599,STAR
8600,STAR
8601,GALAXY
8602,QSO
8603,STAR
8604,GALAXY
8605,GALAXY
8606,STAR
8607,STAR
8608,QSO
8609,QSO
8610,GALAXY
8611,STAR
8612,GALAXY
8613,GALAXY
8614,GALAXY
8615,GALAXY
8616,QSO
8617,STAR
8618,STAR
8619,GALAXY
8620,QSO
8621,GALAXY
8622,GALAXY
8623,GALAXY
8624,STAR
8625,STAR
8626,STAR
8627,STAR
8628,QSO
8629,STAR
8630,STAR
8631,QSO
8632,QSO
8633,QSO
8634,STAR
8635,STAR
8636,GALAXY
8637,GALAXY
8638,GALAXY
8639,STAR
8640,QSO
8641,QSO
8642,STAR
8643,STAR
8644,QSO
8645,STAR
8646,STAR
8647,STAR
8648,STAR
8649,QSO
8650,STAR
8651,QSO
8652,GALAXY
8653,GALAXY
8654,GALAXY
8655,STAR
8656,STAR
8657,GALAXY
8658,STAR
8659,GALAXY
8660,GALAXY
8661,STAR
8662,STAR
8663,GALAXY
8664,QSO
8665,QSO
8666,GALAXY
8667,GALAXY
8668,GALAXY
8669,GALAXY
8670,GALAXY
8671,GALAXY
8672,STAR
8673,STAR
8674,STAR
8675,STAR
8676,QSO
8677,GALAXY
8678,GALAXY
8679,GALAXY
8680,STAR
8681,STAR
8682,STAR
8683,STAR
8684,GALAXY
8685,STAR
8686,GALAXY
8687,STAR
8688,STAR
8689,GALAXY
8690,QSO
8691,QSO
8692,QSO
8693,STAR
8694,GALAXY
8695,GALAXY
8696,QSO
8697,GALAXY
8698,GALAXY
8699,STAR
8700,STAR
8701,GALAXY
8702,GALAXY
8703,STAR
8704,GALAXY
8705,GALAXY
8706,QSO
8707,QSO
8708,GALAXY
8709,GALAXY
8710,QSO
8711,STAR
8712,STAR
8713,GALAXY
8714,STAR
8715,GALAXY
8716,STAR
8717,GALAXY
8718,STAR
8719,GALAXY
8720,GALAXY
8721,GALAXY
8722,STAR
8723,STAR
8724,STAR
8725,STAR
8726,GALAXY
8727,GALAXY
8728,GALAXY
8729,STAR
8730,STAR
8731,QSO
8732,STAR
8733,GALAXY
8734,QSO
8735,GALAXY
8736,GALAXY
8737,GALAXY
8738,GALAXY
8739,STAR
8740,STAR
8741,QSO
8742,STAR
8743,GALAXY
8744,QSO
8745,STAR
8746,GALAXY
8747,GALAXY
8748,GALAXY
8749,GALAXY
8750,STAR
8751,GALAXY
8752,STAR
8753,QSO
8754,GALAXY
8755,STAR
8756,QSO
8757,STAR
8758,QSO
8759,QSO
8760,STAR
8761,STAR
8762,GALAXY
8763,QSO
8764,GALAXY
8765,GALAXY
8766,GALAXY
8767,GALAXY
8768,STAR
8769,QSO
8770,GALAXY
8771,STAR
8772,GALAXY
8773,GALAXY
8774,GALAXY
8775,GALAXY
8776,STAR
8777,STAR
8778,QSO
8779,QSO
8780,GALAXY
8781,STAR
8782,STAR
8783,STAR
8784,QSO
8785,GALAXY
8786,STAR
8787,GALAXY
8788,GALAXY
8789,STAR
8790,QSO
8791,QSO
8792,GALAXY
8793,GALAXY
8794,GALAXY
8795,STAR
8796,GALAXY
8797,GALAXY
8798,QSO
8799,GALAXY
8800,GALAXY
8801,STAR
8802,GALAXY
8803,STAR
8804,GALAXY
8805,STAR
8806,STAR
8807,STAR
8808,GALAXY
8809,GALAXY
8810,STAR
8811,GALAXY
8812,QSO
8813,GALAXY
8814,QSO
8815,STAR
8816,GALAXY
8817,QSO
8818,GALAXY
8819,GALAXY
8820,QSO
8821,STAR
8822,QSO
8823,GALAXY
8824,STAR
8825,GALAXY
8826,GALAXY
8827,GALAXY
8828,GALAXY
8829,QSO
8830,GALAXY
8831,GALAXY
8832,GALAXY
8833,STAR
8834,GALAXY
8835,QSO
8836,QSO
8837,STAR
8838,STAR
8839,STAR
8840,STAR
8841,GALAXY
8842,GALAXY
8843,GALAXY
8844,STAR
8845,GALAXY
8846,STAR
8847,QSO
8848,STAR
8849,STAR
8850,STAR
8851,GALAXY
8852,GALAXY
8853,STAR
8854,STAR
8855,GALAXY
8856,STAR
8857,STAR
8858,GALAXY
8859,STAR
8860,STAR
8861,STAR
8862,STAR
8863,STAR
8864,QSO
8865,QSO
8866,STAR
8867,GALAXY
8868,GALAXY
8869,GALAXY
8870,GALAXY
8871,GALAXY
8872,GALAXY
8873,STAR
8874,STAR
8875,GALAXY
8876,GALAXY
8877,GALAXY
8878,GALAXY
8879,GALAXY
8880,GALAXY
8881,STAR
8882,GALAXY
8883,GALAXY
8884,GALAXY
8885,STAR
8886,STAR
8887,STAR
8888,STAR
8889,QSO
8890,GALAXY
8891,GALAXY
8892,GALAXY
8893,GALAXY
8894,STAR
8895,STAR
8896,STAR
8897,QSO
8898,GALAXY
8899,GALAXY
8900,QSO
8901,QSO
8902,STAR
8903,STAR
8904,GALAXY
8905,GALAXY
8906,STAR
8907,STAR
8908,GALAXY
8909,GALAXY
8910,STAR
8911,STAR
8912,GALAXY
8913,STAR
8914,GALAXY
8915,GALAXY
8916,STAR
8917,GALAXY
8918,GALAXY
8919,GALAXY
8920,STAR
8921,STAR
8922,GALAXY
8923,GALAXY
8924,STAR
8925,GALAXY
8926,GALAXY
8927,STAR
8928,GALAXY
8929,GALAXY
8930,STAR
8931,STAR
8932,STAR
8933,STAR
8934,STAR
8935,STAR
8936,STAR
8937,STAR
8938,STAR
8939,STAR
8940,STAR
8941,GALAXY
8942,GALAXY
8943,GALAXY
8944,GALAXY
8945,GALAXY
